"id","female","anxdep1","anxdep2","anxdep3","anxdep4","lonely1","lonely2","lonely3","lonely4"
452,0,1,1.25,1.75,2.25,1.5,1.25,2,1.75
453,0,1,2.25,1.5,2.5,2.25,2.75,2.75,2.5
454,0,3,2.5,2,2.5,3,3.5,3.75,4
455,0,3,2.5,2.5,3,3.25,3,3,3.75
456,0,1.75,2,1.5,1.5,1.5,2,1.25,1
457,0,2,1,1.75,1.25,2.75,2.25,2.5,2.5
458,0,1.25,1,1,1.25,1.5,1.75,1,1
459,0,2,2.5,2,2,2.5,3,2.25,2.5
460,0,1.75,1.75,2.5,2.25,2,1.5,2.25,2.75
461,0,1.5,1.25,1.25,1.5,1.75,2.5,2.75,2.75
462,0,1,1.5,1.5,2,1.5,1.5,1,1.75
463,0,1,1.25,1,1.5,1.25,1,1,1
464,0,1.5,1.25,1.5,1,2,2,2,2.5
465,0,2.25,2,3,2.25,2.75,2.25,2.5,3
466,0,1.5,1.25,1.5,2,2.5,2.5,2.75,3.5
467,0,1,1,1.25,1,3.25,2.25,2.75,2
468,0,1,1,1,1,2,1.5,1.5,1.25
469,0,1.5,1,1.25,2,2.25,1.75,1.25,2.5
470,0,2,2.5,1,1.75,2.25,2.75,2.25,1.75
471,0,1.25,1.5,1,1,3,2.5,2.5,1.75
472,0,1.25,1,2.5,2.25,1.5,1.75,2.5,1.75
473,0,1.25,2,2.25,2.5,2,2.25,3,3
474,0,1.25,1,1,1,2,2,1.75,1.5
475,0,1.5,2.75,2.25,2.25,2.5,2.25,1.75,2
476,0,1,2.5,1,1.25,2,2,1,2
477,0,1,1,1,2,1.75,2,1.75,2
478,0,2,3,4,2.75,1.5,2.25,2.75,2.75
479,0,1.25,1.5,2,1.75,2,1.25,2.25,2.5
480,0,1.25,1.25,1.5,2.75,1.75,2,1.5,2.75
481,0,1.25,2.5,1.5,2.25,1.5,3,2.5,3.25
482,0,2.25,2.75,2.75,1.5,2.25,1.75,2,1.5
483,0,1.25,1,1.25,1.5,1.5,1.75,2.5,1.75
484,0,1.75,1.5,1.5,1.75,2.25,2,1,1.25
485,0,2.25,1.75,2,2.25,2.75,3.25,2,3.25
486,0,1.75,1.75,1.5,2.5,2.5,2.25,1.75,3
487,0,1.5,1.75,2.25,2.5,1.75,2.25,2,2.75
488,0,1,1,2.25,1.75,2,1.5,2.25,2.5
489,0,2.25,2.25,2,2,2.5,2.5,1.75,2.25
490,0,1.25,1,2.5,2.5,1.75,1.75,3,2.5
491,0,1,1,1,1.5,3,2,1.5,2.5
492,0,2,1.75,1.5,1.75,2.25,1.75,2.5,2.5
493,0,1,1.25,1,1.5,1.75,1.5,1,1.25
494,0,1.25,1.25,1.25,1.5,2.25,1.75,2.5,2.5
495,0,1,1.75,1.25,1.25,1.5,1.75,1.25,1
496,0,1.5,2.25,3,3,3,3.25,3.5,4
497,0,1,1,1.25,1.25,1,2,1.5,3.5
498,0,1.75,2,2.25,1.75,2,1.75,2.5,2.75
499,0,1.25,1,1.75,1.25,2.75,2,2,1.5
500,0,1.5,1.25,1.75,2,2.25,2.25,1.75,1.75
501,0,1,1.25,1.5,2.75,2.5,2.5,2.25,1.75
502,0,2,1.5,1.75,2.5,2.25,1,1,3
503,0,1,1,1,1.25,1.25,1.25,1.25,2.5
504,0,2,2,1.5,1.75,2,2.25,2,3
505,0,1.25,1.75,1.75,1.75,3,2.25,1.5,1.75
506,0,2.25,2.25,1.5,1,3,2.25,2,1.5
507,0,1.75,2.25,2.5,2.25,2.5,2.75,2.25,2
508,0,1.5,1.75,2,2.25,3,2.5,2.75,2.75
509,0,1.75,2.25,2.25,3,2,2.75,3,2.5
510,0,1.5,1.75,1.5,1.5,2.5,1.5,1.75,2.25
511,0,1,2,2.25,2.5,1.75,3,2.75,3
512,0,2.75,2,3,2.25,3,2.5,2.75,2.25
513,0,1.5,1,1.75,2,3,1.75,2,1.75
514,0,1.5,1.5,1.75,3.5,3,3,2.5,4
515,0,2.25,1.5,2,2,1.25,2.25,2,2.75
516,0,2,1.75,2,2.25,2,1.5,1.5,1.5
517,0,1.5,1.75,1.75,2.75,2,1.75,3.5,3.5
518,0,2.75,2.25,1.25,2,3,2.75,3,3
519,0,1,1,1.25,1.5,1,1.5,2,1.5
520,0,1.75,2.25,2.75,2.25,3.25,3,4,4.25
521,0,2.5,2.25,2,1.75,3.25,3.5,2.75,2.75
522,0,1.25,1,2,1,2.25,1.25,1.75,1.5
523,0,1.5,2,2,2.75,3,3.5,3.5,3
524,0,2.5,1.25,2.25,1.75,1.75,2.5,2.75,2.5
525,0,1.25,1.25,1.5,1.75,1.5,2,1.75,2.5
526,0,1,1,1.5,1,1.5,2,1.25,1.5
527,0,1.25,1,1,1,1.5,1.25,1.5,1
528,0,2.25,2,2.25,3,3,3,3,3.75
529,0,2,1.5,2,1.5,2.5,1.75,2,2
530,0,1,1,1,1,1.5,1.75,1.5,1
531,0,1,1,1,1,2.25,2,1.75,2
532,0,1.25,2.25,2.25,2.25,2.75,2.75,3.75,2.25
533,0,1.75,1.75,1,1,1.25,1.25,1.75,2.25
534,0,1,1,1,1,1,1.25,1.25,1
535,0,2,1,1.25,1.75,2.5,1.75,1.75,2.25
536,0,1.25,2.25,1,2,2,3,1.75,2.75
537,0,2,1.25,1.25,2.25,2.25,2,2.75,3
538,0,2,2,1.75,2.75,3.5,3.25,2.75,3.5
539,0,1.5,1.5,1.25,2.25,1.75,1,2.25,3
540,0,1.25,1.75,1,1,1.25,1.75,1.25,2
541,0,1.75,1.75,1.25,2.5,1.5,1.25,2,2.5
542,0,2.5,2,2.5,2.5,2.75,3.5,2.75,2.5
543,0,1,1.5,1.5,1.25,1.5,2.5,2.25,1.75
544,0,1.25,1.5,1.25,1.5,1.75,2,1.25,2
545,0,2.25,1.75,1.75,1.5,3,2.5,2,2.75
546,0,1.75,2.5,2.75,2.75,3,3,2.5,1.75
547,0,1.5,2,1.5,2,3,2.5,3,3.5
548,0,2.25,2,2,2,3.25,1.75,2.25,1.75
549,0,2.5,1.5,1.25,2,2.75,1,1,1.75
550,0,1,1.75,1.25,1,1.5,2.5,1.75,2.25
551,0,2.5,2.25,3.25,2.5,2.25,3,2.75,1.75
552,0,1.75,2.25,1.75,3.25,2.5,2.5,2.75,3.5
553,0,1,1.75,2,1.75,1.5,1.5,2,1.75
554,0,2,2.25,3,2,2,2.25,2.5,2.75
555,0,3,2,1.75,2,3,2,1.5,2
556,0,1,1.25,1.75,1,1.75,2,2.25,2.75
557,0,1.75,1,1.25,1,1,1,1.5,1
558,0,2.25,2.25,2.75,2.75,2.25,2,1.75,2.75
559,0,1.75,2,1.75,2.75,2.5,2.5,2,2.5
560,0,1,1.75,1.5,2,1,1.75,1.25,2
561,0,1.5,1,1.25,1,1.25,1,1.5,1.25
562,0,1.75,1.75,1.5,1.75,1.5,1.5,1,1
563,0,2,1.75,2.5,1.75,1.25,1.5,2.75,1
564,0,1,2,1.5,1,1.75,2.25,2.5,1.5
565,0,2.75,2,2.25,1.75,3.25,3,2.25,2
566,0,1.5,2.5,2.25,2.5,2.75,2.5,2.5,3
567,0,1,1.25,1,1,1.75,1.75,2,1.25
568,0,1.5,1.25,1.5,1.5,3,1.75,1.5,2
569,0,1,1.25,1.75,2.25,2,1.75,2.25,2.25
570,0,1.25,1,1.75,1.5,3.5,2.25,3,3.25
571,0,2.75,2.75,3,2.75,2.5,2.75,3,2.5
572,0,1.5,1,1.25,1,1.5,1.5,2.75,1.25
573,0,1.25,1,1.5,1,1.5,1.25,2.5,2
574,0,2.25,2,2.5,1.75,1.5,1.75,2.25,1.5
575,0,2,1.25,1.75,1.5,2.5,1.75,2,1.75
576,0,2,2.25,2,1.75,2.75,2.5,2.5,2
577,0,1.25,1,1,1.25,1.25,1.75,2.5,1.75
578,0,1.5,1.75,1,1,3,2.25,2,3
579,0,1.5,1,1.75,1.25,1,1,1,1.25
580,0,1.75,1,1,1.75,2.25,2,1.5,1.75
581,0,1,1.5,1.25,1.25,2.25,2,2.25,2
582,0,2,2,2.5,2,3,3,3.5,2
583,0,1.25,1.75,1.75,2.25,1.75,1.75,2,2.25
584,0,1.75,1,1.5,2.5,3,2.5,1.75,3.25
585,0,2.25,2,2,2.5,2.75,2.5,1.75,1.75
586,0,1.25,1,1.75,2,1.5,1.25,1,1.5
587,0,1,1,1.25,1.25,2,2.5,2,1
588,0,1.25,2,1.75,1.75,2.5,2.5,2.75,2.25
589,0,2,1.75,2.25,2.5,2.5,3,2.75,3
590,0,2,1.5,1.25,1,2.25,1,2,1
591,0,1,1,1,1,1,1,1.25,1.25
592,0,1.25,1,1,1.25,1,1.25,1.5,1
593,1,1,1,1,1.25,1,1,1,1.5
594,1,1,1.75,2,2.5,1.75,1.75,1.75,2.75
595,1,2,1.75,1.5,2.75,3,3.25,3.5,4.25
596,1,1,1,1,1,2.25,2.25,2.25,1.25
597,1,2.25,2.75,2.75,3.25,2,2.75,2.75,3
598,1,1.25,2.75,2.75,2.75,2.25,3.25,2.75,3
599,1,1.25,1,1,1,2.25,1.5,1,1
600,1,2.5,2.25,4,3.5,3,2.5,2.5,3
601,1,2.5,2.5,2.25,3.5,2.75,2.5,2.75,3
602,1,2.25,1,1,1.75,2.25,1.5,1.75,1
603,1,1.75,2.75,2.25,2.75,1.5,2,1.5,2.25
604,1,1,1,1.25,2.75,1.25,1.25,1.5,1.75
605,1,1.75,2.25,2.25,2.75,2.75,2.75,2.5,2.75
606,1,2.25,1.75,1.75,1,1.5,2,1.25,1.5
607,1,2.25,3,2.75,2.5,3,3,3,3.5
608,1,2.5,3,2.25,2.5,2.75,2.25,2,1.5
609,1,1.5,1.25,1.5,1.5,1.5,1.5,1.5,1.5
610,1,2.5,1.75,2.5,1.75,2.25,1.5,1.75,2.25
611,1,1.5,1,2,1.5,2,2,1.5,1.5
612,1,2.75,2.75,1.5,2,2,2.75,2.25,2
613,1,2.75,2.75,1,2.5,2.5,2.75,2,2.75
614,1,2,2.5,1.5,2,3.75,3.5,3,2.25
615,1,2.75,2.75,2,2,2.25,2.75,2,2
616,1,1,1.5,1,1,1,1.25,1.5,1
617,1,3.25,2.75,2.25,2.5,3,2.75,2.75,2.5
618,1,2.25,2,1.75,1.25,3,2.25,2.5,2
619,1,2.75,2,2.25,2.5,2.75,3.25,3.75,3.25
620,1,2,2,1,2,2.75,3,1.75,1.5
621,1,1.75,1.5,1.25,1.5,2.25,2.5,2.5,2.75
622,1,1.5,1.25,2.25,2.25,1.75,1.75,2.25,2.5
623,1,1.25,2.25,3,1.5,2,3.25,4,2.5
624,1,1.75,1,1.5,1.75,1.25,2.25,2.75,1.25
625,1,2.5,1.25,1,1,2.25,1.75,1.75,1.75
626,1,1.5,2.25,1.75,2,2,2.75,3,2.25
627,1,3.25,3.75,3,3.25,3.25,2.75,2.5,3.25
628,1,1.75,1.5,1,1,2.25,2.25,1.5,1
629,1,2,2,1.75,2.75,2.75,2.5,2.25,2.5
630,1,1.75,1.5,2,2,2.25,2.5,3.25,1.5
631,1,1,1.75,2,2.25,1,1,2,2.5
632,1,1.5,3,3.25,2.5,2.75,2.75,3,3
633,1,2.25,3,2,1.75,2.75,3.75,3,2.75
634,1,1,1.25,2,1.5,1.25,1.5,1.5,1
635,1,2.25,1.5,1,1.5,2.25,2,2,2.5
636,1,1.75,2.25,1.75,2.5,3.5,3.5,3.25,3.25
637,1,3.75,4.5,3.25,5,4,5,5,4.75
638,1,2.25,2.75,2.25,2.5,4.25,3.25,2.75,2.75
639,1,1,1,1.25,2.5,1.75,1.75,2.75,3
640,1,2.5,2.75,2.25,2.5,3,2.5,4,3.75
641,1,3,2.5,1.75,3,3.5,3,2.5,3
642,1,2.5,2,1.75,2.25,3.25,3.5,2,2
643,1,2.75,2.5,2.5,2,2.25,2.5,2.25,3
644,1,1.5,2.5,2,1.5,3.25,2.75,2.25,2.75
645,1,1.5,1.75,1.75,2.25,1.5,2,2,2
646,1,2.25,2.5,2.5,3,1.25,1.75,2.5,3.25
647,1,1,1,1.75,1.75,1,1.5,1.75,2
648,1,1,1.25,1.25,2.5,1.25,1.25,1,2
649,1,1.5,2.5,2.75,2,1,1.75,2,1.5
650,1,1.5,2,3,1.75,1.5,1,2.5,2.5
651,1,2.75,2.25,1.75,1,3,3.25,2.75,1.75
652,1,1.75,2.25,2.25,2.5,3,3.25,2.75,2
653,1,1,1.25,2.5,1.25,1.25,2,2.75,2.5
654,1,2.25,2,1.75,1.25,2.75,3.25,2.75,3
655,1,2,2.25,1.5,2,1.75,2.5,1.75,1.75
656,1,2.75,2,3,2.25,2,2,2.75,1.5
657,1,1.75,3,3.75,4,3,3.5,3.75,3
658,1,2.75,3.25,3,4,3.75,4.25,4,4
659,1,1,2,1.25,2,2.25,2.25,2.75,2.75
660,1,2.5,3,2.75,3.25,3.25,3.5,2.75,2.5
661,1,2.75,2.25,2.5,2.75,1.5,2.25,2,1.75
662,1,3.25,1.25,1.25,1,3,1.75,2,2.25
663,1,3.5,3.75,2,2.75,4,4,3.25,3.25
664,1,3.25,3,2,2,1.75,2,1.75,1.25
665,1,3.25,3.75,4,3.75,3.25,4,3,3.5
666,1,1.25,1,1,1.5,2.25,2,2,2
667,1,2.25,1.75,2,2.5,3.5,3,3.5,2.25
668,1,2,2.25,2.25,3,1.5,2.25,2.5,3
669,1,1,1,2,2.5,2,1.5,1,2.25
670,1,3,2.25,2,2.5,2.75,2.5,3,3.25
671,1,1.75,2.25,2.25,1.5,3.25,3,3,2.25
672,1,2,2.25,2.5,2.25,3,2.25,2.25,2
673,1,2,2.25,3,1.75,2.75,3,2.25,2
674,1,2,2.5,1.75,1.5,3,2.5,1.75,2.5
675,1,2,2.25,2.5,3.25,2,2.5,3.25,3.75
676,1,1.5,1.75,1,1.5,2.25,1.5,2,2
677,1,2.25,1.75,2,2.75,2,2.5,3,2.25
678,1,2.25,2.25,1.25,1.5,3.5,3.25,2.25,1.25
679,1,2,1.25,1.5,1.5,2,2,1.75,2.25
680,1,1.25,1.75,1.25,2,1.75,1,1.5,1.5
681,1,1.75,2.5,2.25,3,2.25,3.25,3.25,3.75
682,1,5,3.75,3.25,3.5,4,3.75,2.75,3
683,1,2.5,3,2.5,2.5,1.25,2,3,1.75
684,1,2.5,1.75,2,2,1.75,1.5,2.5,1.75
685,1,2,2.25,2.75,2.25,2.5,2.5,2.5,2.75
686,1,1,1.75,1.75,2.25,1.25,2,1.5,2
687,1,2.25,2.25,1.5,1,3.25,3,2.75,2.5
688,1,3.25,2.75,2.5,2.5,2.25,2.25,2.25,2
689,1,2,2,1.75,2.25,1.25,1.75,2.25,2.75
690,1,3,3,3.5,3.75,2.25,3,3.75,2.25
691,1,1.75,1.75,1.25,1,2,1.75,1,1
692,1,2,2.75,2.25,2.75,1.5,2.25,2.5,2.5
693,1,1.75,2.75,3.75,2.5,3.5,3.5,4.25,3.25
694,1,3.25,3.75,3.5,4.25,2.5,2.5,3.5,4.25
695,1,2.5,3.5,2.75,3.25,3,3.25,3,2.75
696,1,2,1.5,2.75,3.25,1.25,1.75,1.5,1.75
697,1,1.25,1.5,2,2.5,1.75,2.25,2,2
698,1,1.25,1.25,1.25,1.5,1.25,1.25,1.75,2.75
699,1,1.5,2.25,2.75,2,2.5,2.5,1.5,1.75
700,1,1.75,2.5,3.25,3,2,1.5,2.5,2
701,1,1.25,1.75,2,3,2,3.5,3,2.5
702,1,1.5,2.75,3,4.75,2,3.25,3,4.75
703,1,2.75,3,3.25,3.5,2.75,3.5,4,3.25
704,1,2.25,1.75,1.25,2,2.25,2.75,2.75,2
705,1,1,2,1.5,2,1.75,1.5,1.75,2.5
706,1,2.75,1.75,1.75,2,3,3.5,2.5,2.5
707,1,2,3.5,3,3.25,2.5,4,3.5,3.25
708,1,2.75,2.75,2,2.25,1.75,2.5,2.25,2.5
709,1,1.75,2,2.5,2.25,1.75,1,1.5,2
710,1,2.5,2,2.75,2.5,1,2,2.25,2.25
711,1,2.75,1.5,2.25,1.25,2.75,3,2.75,2.25
712,1,3.5,2.25,2,3.25,2.75,1.5,2,1.75
713,1,2.75,2.25,2.75,2.25,2.5,2.5,2.5,2.25
714,1,2,1.5,1,1.25,3.5,3.25,3,2.25
715,1,1.5,1,2,1,1.5,1.75,2.25,2
716,1,1.25,1.25,1,1,1.5,1.5,1.5,2
717,1,1.75,1.5,2.5,2.5,1.5,2.25,3,2
718,1,2.25,1.5,1,1.75,3,1.75,1,1.25
719,1,1.5,2,1.5,1.75,3,3,2.25,2.5
720,1,2.75,2.75,2.5,3.25,2,2,2.5,2
721,1,2.5,3.25,4,2.75,2,1.75,2.75,2
722,1,2.25,2.75,1.75,3.25,2.75,3.25,2.25,2.25
723,1,3.75,3,3,3.5,2.75,3,3,2.25
724,1,2,2,3.25,2.5,2.75,2.5,3,2.75
725,1,2.25,2,2,1.75,2.25,2.75,2.5,2.25
726,1,1.75,2,3,2.5,2.5,3.25,3,3.25
727,1,1.25,2.5,3,2.25,2.5,2.5,2.75,2.75
728,1,2.5,2.75,2.25,2.25,1.5,2.5,2.75,2
729,1,2.5,2.75,2.5,2.75,4,4,3,3.5
730,1,3.75,3.25,3.75,3.75,4,4.5,3.75,3.75
731,1,3,3,2.5,3.5,3.5,3.25,3.75,3
732,1,1.5,2.25,1,1.75,2.25,2.75,1.75,2.25
733,1,1.5,2.75,2.5,1.25,2,3.25,3,2.25
734,1,2.5,2.75,3.25,3.25,2,3,3,3.5
735,1,2,2,1.5,2,2.5,2.5,2.5,2.5
736,1,2.75,3,2.5,2.75,2.75,2.25,2.5,2.5
737,1,3,2.75,2.25,2.5,3.25,3,1.5,2.25
738,1,1.5,1.25,2.5,2.25,1,1.25,2,1.5
739,1,2.75,2.25,2.5,3.75,4.25,3.5,3.75,4.25
740,1,1.5,1,1.5,1.5,1,1,1.75,1.5
741,1,1.75,1.5,2.5,2.5,1.75,2,2.25,2.5
742,1,1.5,2.25,1.75,2.75,3,2.5,3,2.75
743,1,1,1.75,1.5,1.25,2.75,2.5,3,2.25
744,1,1.75,1.75,1.5,1.5,2,1.5,2.25,1
745,1,1,1,1.75,2.25,1,1.5,2,2.75
746,1,2.75,2.5,2,1.75,2.5,3.25,3.25,2.5
747,1,1.25,2,1.75,2,1.5,2.25,2.25,2.25
748,1,1.25,1.25,1,1,1.25,1.5,1,1
749,1,1.75,1.75,2,1.75,2,2,1.75,1.75
750,1,1.5,1,1.5,1.75,2,1.5,1.75,2
751,1,1.75,1.75,1.5,2,2,2.25,2,2.25
752,1,3.25,2.5,3,2.75,2,1.5,2,3.25
753,1,3.5,2,1.75,1.25,3,2.25,2,1.25
754,1,3,2.75,2.75,2.75,3.25,2.75,3,3
755,1,1,1,1,2.25,1,1,1.25,1.5
756,1,2.25,2.5,2.75,2.25,1.5,2.75,2.25,2.75
757,1,1.75,1,1.75,1.75,1.5,1.25,2,2.5
758,1,1.5,1,1.5,1.5,1.5,1,1.5,1.25
759,1,2.75,2.25,1.75,1.25,3.25,2.75,2.5,2
760,1,2.25,2,2.75,2.25,3,3,2.75,1.75
761,1,3.5,3,3,4.25,4.5,5,3.5,3.75
762,1,1.25,1.5,2.25,2.5,3.25,3.25,3.5,2.75
763,1,2.5,2,1.25,3.5,1.25,2.25,1.5,3.25
764,1,1.25,1,2,1.75,1.5,1.75,2.25,2.5
765,1,1.5,1.25,2.75,1.5,3,2,2.5,2.25
766,1,2.25,2.25,1.5,2.25,2.25,2.5,2,2.25
767,1,3,2.25,2,2.5,2.5,1.75,2,3
768,1,3,2.75,2.5,3.25,2.75,2.75,3.25,3.25
769,1,2.25,2.5,2,2,3,1.5,2,2
770,1,1.5,2.25,1.75,2.75,2,3,2.25,3.25
771,1,2,1.25,3.5,3.75,2.25,3,3.5,3.5
772,1,1,1,1,2,2,2.5,1.5,1.5
773,1,2.25,1.5,2,2.25,2.75,2,2.5,2.75
774,1,2.5,3.25,2.75,2.75,2.75,2.5,3,3.5
775,1,2.5,1.5,1.25,1.5,2.25,2,1,1.5
776,1,3,3.5,3.75,3.25,2.25,2.75,3,3.25
777,1,3,2.75,1.25,2.75,3.5,3.25,2,2.25
778,1,1.75,1.5,1.5,3,2,2.5,2.5,2.5
779,1,1.5,1,2.25,3,2,2,2,3
780,1,2.25,1.75,2,2,2.75,2,2.5,2.75
781,1,2.75,2.25,3.25,3.5,3.25,2,2.5,2.5
782,1,1,1,1,1,1,1.25,1,1
783,1,1.75,2,2.75,2,2,2.5,2,2.75
784,1,2.5,2.5,3,3,2.5,2.75,2.5,2
785,1,1.5,2.75,3,3,1.5,2.25,2.25,2.75
786,1,1.5,3,3.5,3.25,1.75,3,2.75,3.5
787,1,1.25,1,1.5,1.75,1.5,1,1,1
788,1,1.5,2.25,1.5,1.25,2,2.5,2.5,2.75
789,1,3.25,3.5,2.75,3,3.75,3.5,3.75,3.25
790,1,1,1.25,1.25,2.25,1,1.25,2,2.5
791,1,1.25,1.25,1.25,1.75,2.25,2,2,1.75
792,1,2.5,2.75,2.75,1.75,2.25,2,2,1.75
793,1,2,2.75,3,3.75,1.5,1.75,3.25,3.25
794,1,1.5,2.5,1.75,1.25,2.5,3.5,2.75,2
795,1,1,1.25,2,1.75,1,1,1.25,1.25
796,1,1.75,2.75,3.25,4.25,2.25,3.75,3.5,3.75
797,1,2,2.25,2.25,2.75,1.5,3,2.5,2.25
798,1,2.5,2.5,2,1,2.75,3,2,2.5
799,1,2,2.25,2,3.75,2,1.75,1.75,2.5
800,1,2.5,2.25,1.25,1,2.5,2.75,2.75,2
801,1,2.5,3,3,3,2.25,2.25,3,3.25
802,1,2.25,2,1.5,1.5,2.5,3,2,1
803,1,2,2.25,1,2,2.5,2.25,1,2.5
804,1,1.5,1.25,2,2.25,1.5,3,2.5,3
805,1,1,1,1.25,1.75,1.25,1,1,2.25
806,1,1,1.25,1,1.25,1.25,2,1.25,1.75
807,1,2.25,2,1.75,3,2,1.75,1.5,2
808,1,3,2.25,2.5,2.75,2.75,2.75,3,2
809,1,2.25,1.75,1.5,2.5,3,2.75,2.5,3.25
810,1,2.25,2.5,2.75,2.25,3.25,2.5,3,3.25
811,1,1.5,1,1.5,1,1.75,1.75,1,1.5
812,1,1.25,1.5,1,1,1.25,1,1,1
813,1,1.25,1.5,1.5,1.75,1.75,1.5,2.25,2
814,1,2.5,1.25,2.25,2.75,2,1.75,2.75,2.5
815,1,2,3.25,1.5,2.25,2.5,3,2.75,4
816,1,3,4,3.5,3.75,3.25,3.25,4,3.75
817,1,2,2.75,3.5,2.75,1.75,2,3.25,2.75
818,1,2,1,2,1.75,1.75,1.75,2.5,2
819,1,2.75,3,3.25,2.75,2.25,2.5,2.5,1.5
820,1,1,1,1.5,1,1,1,2.25,1.75
821,1,1.75,1.25,1.25,1.25,2.25,2.75,2.75,3
822,1,1.25,1,1,1.75,1.5,1.5,2.25,2
823,1,2.25,3.5,3.25,3.5,3.25,3.25,3.75,3.75
824,1,2,2.75,3.25,3,2.25,2.25,3,4.25
825,1,2,2.75,1.75,1,2.5,2.75,3,2.75
826,1,1,1.25,1.25,1.5,1,1,1.25,3
827,1,2,1.5,1.75,2,2.25,1.25,1,2.25
828,1,2.75,2.25,3.5,2.5,2.5,1.75,3.5,2.75
829,1,1.5,3,3,4,2.75,3.25,3.25,4.25
830,1,2,2,2.25,3.25,3,2.5,3,4
831,1,4,4.5,3.5,4,2.75,3,3.25,3.25
832,1,1.75,2.25,1.75,2.25,2.75,3.5,3.25,3
833,1,3,2,2,1.75,2.5,1.75,2.25,2
834,1,1.5,1,2.5,1.75,1.5,1.25,2.25,2
835,1,1.75,2.25,2.25,3,3,3,2.75,2.5
836,1,1,1.5,2,2.5,1.25,1.5,2,2.25
837,1,1.75,2.5,1,1,2.25,2,1,1
838,1,1.5,1,2,2.25,2.5,2,1.75,2.5
839,1,2.25,1.5,1.5,1,2.25,2.25,1.5,2
840,1,1.5,2,2.5,3.5,1.75,2.75,2.75,3.5
841,1,1.5,2.5,2,2.25,2,1.5,2,1.75
842,1,1.75,2.25,1.75,1,1.25,2.25,1.5,2.25
843,1,3,2.25,2,1.5,2.25,1.75,1.5,1.5
844,1,2.75,2.5,1.75,2.5,2,1.75,2.5,2.5
845,1,1.75,1.75,2,2.75,3,3.75,3.75,2.5
846,1,2.5,2,1.75,2.25,2,1,2,2.5
847,1,1.75,2,2.25,2.25,3,2,2.5,2.5
848,1,1.25,1,2,2.75,2.75,2,2.75,3.25
849,1,2.75,2.25,3,1.75,3,3.75,3.25,1.75
850,1,2.25,1.5,1.75,1.75,2.75,2.25,2.75,2.25
851,1,1.25,1.5,2.25,1.75,2.25,2.5,3.5,2
852,1,2,2,3,3.25,2.75,2,3.25,2.5
853,1,3.75,3.5,3,4,3.75,4,4,4
854,1,2,1.75,2,1.5,2.25,1.5,2.25,2.25
855,1,2.5,1.25,2.5,2.25,1.75,1.5,1.25,1
856,1,1,1.75,2,2.25,1.25,1.25,1.25,2
857,1,1.75,3,3.25,2.75,2.75,3.5,3.75,3
858,1,2.25,3,2.75,3,3,2.25,2.25,2.25
859,1,1.5,1,2.75,3,1.5,1,2,2.75
860,1,4.25,4.5,3.25,2.75,4.5,4.5,4.25,3.75
861,1,1,1.75,1.75,2.25,2,2.25,2,2.25
862,1,1.25,1.5,2,1.75,1,1.5,1.5,2.25
863,1,1.5,2.25,1.75,2.25,1.5,1.5,2,2.25
864,1,3.25,2.75,3.25,3,2,1.5,2.25,2
865,1,2.75,2.5,3.5,1.75,2.75,3,3.25,1.75
866,1,2.25,2.25,2.25,2,1,1.25,1.25,2.25
867,1,2,1.75,1,1.75,2.25,1.25,1.5,1.25
868,1,2.5,3,3.25,3.25,2,3,3.25,2.75
869,1,1.75,2.75,3,2.75,1.5,3,3.25,2.25
870,1,2.75,1.75,2.75,2.25,3,2.5,3.5,3.25
871,1,1.25,2,1,1.5,1.75,2,1.75,2.25
872,1,1.5,2,2,1.75,1,2,1.5,1.75
873,1,2,1.75,1.5,1.75,2.5,2.25,1,2
874,1,3.25,3.5,2,1.25,3.5,3.5,3.25,2.5
875,1,3,3.5,3.25,1.5,2.75,2.75,2.75,2
876,1,2.5,2.75,2.25,3.25,3.5,2.75,2.75,3.75
877,1,2.5,2.5,1.5,2,3.75,3,1.75,1.75
878,1,1.25,1.75,2,2.25,2.5,2.5,2.25,1.75
879,1,2.25,2.25,2.25,2.75,3.25,3.75,3.5,2.75
880,1,2.75,2.75,2,2.5,2.5,1.5,1.75,2
881,1,1,1,1.75,1,2,2.5,2.25,1.75
882,1,2.5,2.75,3,1.75,1.75,2.5,2.75,2.25
883,1,2.25,2.25,2,3,3.75,2.75,3.25,3.5
884,1,1.75,2.25,1.75,2.25,1.5,1,1.25,1.5
885,1,3,3,2.75,2.75,1.5,1.25,2,2.25
886,1,1.75,1.5,1,1.75,3.25,3.25,2.25,2.75
887,1,2.75,2,2.25,2.5,3,3,2,3
888,1,2.25,2,2.25,3.5,1.75,1.25,1.25,1.5
889,1,2.25,4.5,2.75,3.5,1.75,3.5,2.25,2
890,1,1.75,2.25,1.75,2.75,3,3.5,3,3
891,1,3,3.25,3.75,3.75,3.75,4,4,5
892,1,1.75,1.25,1.5,1.25,1.5,2.25,2.5,1
893,1,1.75,1.5,1.5,1.5,2.5,2.5,2.5,2.75
894,1,2.75,2.5,1.75,3.25,3.5,2.75,3,2.75
895,1,2.25,1,1.25,1.5,2.5,1.75,2.5,3
896,1,2.25,3.5,2.25,1.75,3,2.75,3,2.5
897,1,1,1.25,2,1.75,1,1,1.25,2
898,1,3,3,2.75,3.5,2.75,3.25,3.25,2.75
899,1,1,3,2.75,2.25,1.75,3,2.5,2.5
900,1,2,2.75,4.25,3.5,3,2.5,3.5,3
