"id","cigsperday","hvysmoker","age","parsmoke","female","race","income","pareduc"
774,2,0,22,1,1,3,6,3
775,5,0,24,0,1,3,13,2
776,3,0,18,0,1,1,10,2
777,12,1,24,1,0,4,3,2
778,7,1,20,0,0,1,11,3
779,7,1,23,0,0,1,7,2
780,7,1,25,0,1,4,5,2
781,3,0,21,0,1,1,4,2
782,4,0,21,0,0,4,6,2
783,2,0,21,0,1,1,7,3
784,6,1,25,0,0,1,9,2
785,8,1,23,0,1,3,8,2
786,7,1,22,1,1,3,7,3
787,3,0,19,0,1,2,8,3
788,8,1,25,0,1,2,2,3
789,3,0,23,0,1,4,7,3
790,23,1,25,1,1,1,7,2
791,3,0,18,0,1,1,8,3
792,1,0,24,0,1,2,17,3
793,3,0,23,0,0,1,10,2
794,9,1,24,1,1,2,8,2
795,0,0,18,0,1,3,9,3
796,8,1,21,0,1,1,12,3
797,9,1,23,0,1,1,13,3
798,2,0,22,0,0,1,16,3
799,4,0,18,0,0,1,5,1
800,3,0,18,1,1,1,8,3
801,8,1,25,0,1,3,9,2
802,12,1,25,0,1,2,8,2
803,7,1,25,0,1,4,8,2
804,3,0,25,0,0,1,11,3
805,3,0,25,0,0,3,3,1
806,5,0,20,1,1,3,11,2
807,7,1,23,1,0,4,9,2
808,1,0,21,1,0,1,11,3
809,7,1,24,0,0,3,6,2
810,21,1,25,0,0,1,7,2
811,7,1,24,1,1,1,15,3
812,3,0,22,1,0,4,6,3
813,7,1,22,1,0,1,7,3
814,7,1,19,0,1,3,4,2
815,1,0,23,1,0,1,6,2
816,6,1,18,0,1,3,5,2
817,3,0,19,0,0,1,4,2
818,13,1,24,1,0,1,12,2
819,9,1,25,0,1,1,9,2
820,9,1,24,1,1,1,8,3
821,10,1,20,1,0,1,10,2
822,10,1,22,1,1,3,2,1
823,34,1,21,0,0,4,7,2
824,6,1,25,0,1,3,3,2
825,2,0,20,0,1,4,9,2
826,6,1,18,0,0,1,10,2
827,3,0,20,1,1,3,8,3
828,4,0,20,1,1,1,8,2
829,21,1,19,1,1,1,7,2
830,2,0,21,0,1,1,2,3
831,7,1,23,1,1,1,10,2
832,3,0,20,1,1,4,4,1
833,6,1,23,1,1,1,8,2
834,3,0,21,1,1,1,3,2
835,0,0,18,1,0,1,5,2
836,3,0,18,1,1,1,9,2
837,2,0,19,0,1,3,4,1
838,0,0,19,0,0,1,15,3
839,3,0,21,0,1,1,13,3
840,3,0,23,0,1,3,9,3
841,2,0,20,0,1,1,9,3
842,13,1,21,1,0,1,9,2
843,2,0,18,1,0,1,11,2
844,0,0,18,0,1,2,12,3
845,2,0,24,0,0,1,6,2
846,0,0,20,0,1,1,11,3
847,2,0,20,0,1,3,4,2
848,6,1,24,1,0,1,9,2
849,4,0,20,0,0,1,5,2
850,10,1,21,0,0,1,6,2
851,3,0,23,1,1,1,3,3
852,6,1,24,1,0,2,13,2
853,9,1,25,1,1,1,9,2
854,3,0,23,0,1,3,8,2
855,3,0,20,1,1,4,3,2
856,6,1,23,0,0,2,11,2
857,1,0,20,0,0,4,9,2
858,2,0,18,1,1,1,8,2
859,3,0,20,1,1,1,10,2
860,12,1,18,1,0,1,4,2
861,9,1,20,1,0,1,7,2
862,6,1,25,0,1,1,7,2
863,4,0,22,0,1,1,12,2
864,3,0,19,0,1,1,13,2
865,1,0,18,0,1,1,12,3
866,10,1,25,0,1,2,10,2
867,1,0,21,0,0,1,10,2
868,5,0,24,1,0,1,12,2
869,4,0,23,1,0,3,13,1
870,3,0,23,0,1,1,9,2
871,3,0,18,1,0,1,6,2
872,2,0,20,0,0,1,7,2
873,3,0,18,0,1,3,6,2
874,5,0,25,0,1,2,5,2
875,5,0,24,0,1,3,7,2
876,6,1,24,1,1,1,4,2
877,2,0,18,0,0,1,9,2
878,3,0,18,1,1,1,5,2
879,7,1,21,1,0,3,5,2
880,3,0,19,1,1,2,6,2
881,4,0,24,0,1,1,11,3
882,9,1,24,1,1,1,6,2
883,9,1,23,0,1,4,5,2
884,7,1,23,1,1,2,8,1
885,3,0,19,1,1,1,7,2
886,2,0,18,1,1,3,12,3
887,1,0,24,0,0,3,9,2
888,7,1,21,1,1,2,7,2
889,2,0,22,0,1,4,15,3
890,5,0,20,1,1,2,1,2
891,16,1,24,1,1,1,9,2
892,9,1,24,1,1,1,4,2
893,2,0,19,0,0,1,8,3
894,16,1,23,1,1,1,10,3
895,3,0,21,0,0,3,10,2
896,7,1,20,1,1,1,15,2
897,6,1,21,1,1,2,4,1
898,1,0,21,0,1,1,11,2
899,12,1,23,1,1,4,6,2
900,21,1,25,1,1,3,9,2
901,15,1,19,1,0,3,7,2
902,3,0,21,1,0,1,7,2
903,3,0,22,0,1,1,11,3
904,16,1,23,1,1,1,9,1
905,13,1,24,1,1,1,2,2
906,5,0,25,0,1,1,12,3
907,3,0,20,0,0,1,11,3
908,6,1,24,1,1,3,5,3
909,4,0,25,1,1,4,7,1
910,5,0,22,0,0,1,9,3
911,1,0,18,1,1,1,9,2
912,13,1,25,1,0,1,6,2
913,4,0,24,0,1,1,13,2
914,1,0,19,0,1,4,8,2
915,1,0,20,0,0,1,7,2
916,13,1,21,1,1,1,8,2
917,0,0,18,0,1,2,15,2
918,3,0,19,0,1,1,4,2
919,13,1,25,0,1,1,6,2
920,6,1,24,0,0,3,9,1
921,0,0,19,0,1,3,9,2
922,6,1,25,0,1,1,14,3
923,5,0,20,1,1,3,6,2
924,3,0,22,0,1,1,14,2
925,1,0,19,0,1,1,10,2
926,3,0,19,0,1,1,9,3
927,10,1,25,0,0,1,5,2
928,30,1,19,1,0,1,6,1
929,13,1,25,1,1,1,11,2
930,1,0,25,0,0,1,13,3
931,3,0,21,1,1,1,9,2
932,1,0,19,0,1,1,6,3
933,3,0,18,0,1,3,5,2
934,0,0,19,0,0,1,12,3
935,2,0,20,0,1,1,15,2
936,4,0,25,0,1,1,7,2
937,7,1,24,0,1,2,6,2
938,10,1,20,1,1,1,10,1
939,5,0,23,0,1,1,4,2
940,1,0,18,0,1,3,5,1
941,13,1,21,1,0,1,12,3
942,3,0,20,1,1,1,4,2
943,3,0,21,0,1,2,4,2
944,13,1,21,1,0,3,3,1
945,1,0,22,0,0,3,8,3
946,2,0,25,1,0,4,11,2
947,15,1,23,1,0,1,9,2
948,4,0,23,1,1,1,6,2
949,8,1,24,1,1,1,5,2
950,9,1,23,1,1,1,8,2
951,3,0,21,1,1,3,9,3
952,10,1,25,0,0,1,8,2
953,15,1,23,0,0,4,3,2
954,6,1,23,1,0,4,7,1
955,7,1,24,1,1,3,9,2
956,3,0,20,0,1,3,8,2
957,4,0,21,0,1,1,10,2
958,10,1,25,1,0,1,3,2
959,2,0,20,0,0,3,8,2
960,8,1,25,1,0,1,8,3
961,10,1,20,1,1,1,5,3
962,9,1,25,0,1,2,8,3
963,2,0,22,0,0,1,8,2
964,1,0,22,0,1,1,13,3
965,4,0,22,1,1,1,11,2
966,7,1,24,1,0,1,8,2
967,12,1,22,1,1,1,9,3
968,10,1,23,1,0,1,5,2
969,5,0,20,1,1,4,6,1
970,13,1,24,1,1,1,8,1
971,6,1,25,1,1,1,11,3
972,3,0,21,1,1,1,8,2
973,5,0,24,1,0,1,10,3
974,1,0,21,0,0,1,14,3
975,3,0,21,0,1,1,9,3
976,3,0,20,0,1,1,15,3
977,5,0,23,1,1,1,6,3
978,4,0,20,1,1,1,13,3
979,7,1,21,1,0,3,7,2
980,8,1,18,1,0,2,6,2
981,3,0,18,1,0,1,10,2
982,10,1,25,1,0,1,9,3
983,1,0,20,0,1,1,14,2
984,8,1,21,0,0,1,2,1
985,3,0,22,0,0,2,7,1
986,8,1,22,1,0,1,4,2
987,1,0,23,0,0,3,5,2
988,5,0,25,1,1,1,5,3
989,5,0,25,0,0,1,4,2
990,7,1,20,0,1,1,10,3
991,1,0,18,1,0,1,7,2
992,5,0,24,0,0,2,11,3
993,1,0,21,0,0,1,8,3
994,2,0,22,0,1,2,10,3
995,0,0,21,0,0,1,7,3
996,7,1,23,0,0,4,9,2
997,5,0,22,1,1,3,6,2
998,9,1,20,1,1,1,11,3
999,1,0,21,0,0,1,11,2
1000,3,0,25,1,0,1,13,3
1001,0,0,23,0,1,3,9,3
1002,5,0,22,0,0,2,8,2
1003,3,0,25,0,1,3,1,2
1004,6,1,23,1,1,3,10,2
1005,3,0,18,1,0,1,5,2
1006,1,0,24,0,0,1,9,3
1007,8,1,22,1,1,1,2,1
1008,12,1,21,0,1,3,10,1
1009,13,1,18,1,0,4,10,2
1010,3,0,21,1,0,2,4,2
1011,8,1,21,1,1,1,9,2
1012,3,0,22,0,1,3,11,2
1013,13,1,25,1,1,1,4,2
1014,1,0,18,1,1,1,10,3
1015,8,1,22,1,1,2,5,2
1016,6,1,18,1,1,1,1,2
1017,1,0,24,0,0,1,7,3
1018,4,0,21,0,0,1,5,2
1019,10,1,25,0,1,1,17,3
1020,3,0,21,0,0,1,10,3
1021,4,0,25,0,0,1,11,1
1022,6,1,18,1,1,1,8,2
1023,13,1,24,1,0,1,8,3
1024,3,0,19,1,0,1,8,2
1025,5,0,25,0,1,4,6,2
1026,13,1,24,1,1,3,5,2
1027,5,0,25,0,0,1,9,2
1028,6,1,25,0,1,1,8,2
1029,3,0,24,0,0,2,5,2
1030,12,1,24,1,0,1,12,2
1031,9,1,24,0,0,1,8,2
1032,5,0,21,1,0,1,10,3
1033,2,0,19,0,1,1,11,2
1034,4,0,24,0,1,1,11,3
1035,7,1,20,0,1,1,9,2
1036,4,0,25,0,1,3,14,2
1037,8,1,25,1,1,1,16,2
1038,2,0,21,1,1,1,11,2
1039,2,0,19,1,1,3,9,2
1040,7,1,22,1,1,3,10,2
1041,21,1,21,1,1,1,10,2
1042,9,1,22,1,1,1,5,2
1043,3,0,19,1,0,1,6,2
1044,3,0,19,0,0,1,5,1
1045,1,0,19,0,0,1,12,3
1046,1,0,19,0,1,1,8,2
1047,13,1,25,1,1,1,9,2
1048,5,0,25,0,1,4,7,2
1049,1,0,20,0,1,4,4,1
1050,3,0,19,0,1,3,7,2
1051,2,0,19,0,0,1,12,2
1052,9,1,25,0,0,3,9,3
1053,2,0,21,0,0,3,11,2
1054,16,1,25,1,1,1,14,3
1055,13,1,18,0,0,1,10,2
1056,0,0,24,1,1,1,10,2
1057,8,1,19,0,1,1,3,2
1058,7,1,21,0,1,2,13,2
1059,4,0,20,0,0,1,7,2
1060,7,1,24,0,0,1,9,3
1061,1,0,21,0,1,1,9,3
1062,8,1,22,0,0,1,10,2
1063,3,0,25,0,0,3,15,3
1064,1,0,20,1,1,2,7,2
1065,2,0,18,0,0,1,10,2
1066,9,1,21,1,1,3,10,2
1067,2,0,22,0,1,1,4,2
1068,1,0,21,0,1,1,6,2
1069,4,0,18,1,0,1,10,2
1070,1,0,18,0,1,2,9,3
1071,4,0,22,0,0,1,10,3
1072,0,0,20,0,1,1,6,3
1073,3,0,23,0,1,1,9,3
1074,1,0,18,0,1,2,5,3
1075,3,0,19,1,1,3,4,1
1076,1,0,18,0,0,1,11,2
1077,1,0,21,0,0,1,15,3
1078,7,1,24,1,1,1,8,3
1079,6,1,21,1,0,1,6,2
1080,19,1,24,1,0,3,5,3
1081,7,1,23,1,1,3,15,3
1082,10,1,25,0,1,1,7,2
1083,6,1,23,0,1,2,6,2
1084,4,0,22,1,0,3,4,1
1085,4,0,22,1,0,3,9,1
1086,6,1,23,1,0,3,6,3
1087,3,0,22,0,1,3,9,2
1088,0,0,18,0,0,2,13,2
1089,12,1,21,1,1,1,4,2
1090,1,0,19,0,0,4,10,2
1091,8,1,23,1,0,3,8,2
1092,7,1,21,1,1,1,5,2
1093,12,1,19,0,0,1,13,2
1094,4,0,19,1,1,1,7,2
1095,13,1,25,1,0,1,12,3
1096,2,0,24,0,1,1,14,2
1097,1,0,23,1,1,1,12,2
1098,8,1,18,1,0,1,8,2
1099,2,0,20,0,1,4,7,3
1100,16,1,21,1,0,3,8,3
1101,3,0,22,0,1,1,8,2
1102,2,0,20,0,1,4,9,2
1103,2,0,20,0,0,1,6,2
1104,1,0,23,0,1,1,12,3
1105,8,1,24,1,1,1,10,2
1106,12,1,25,1,0,1,12,2
1107,4,0,23,0,0,1,9,3
1108,2,0,24,0,1,1,10,2
1109,1,0,25,0,1,1,8,3
1110,2,0,20,1,0,3,3,2
1111,4,0,20,0,0,1,5,2
1112,10,1,25,1,1,1,13,3
1113,5,0,21,0,1,1,6,2
1114,8,1,23,1,1,2,9,3
1115,1,0,22,1,0,3,11,2
1116,4,0,22,0,1,4,6,1
1117,7,1,24,0,0,1,14,2
1118,7,1,21,1,0,1,7,2
1119,6,1,23,1,0,4,8,2
1120,7,1,24,1,0,3,7,2
1121,3,0,19,0,0,1,3,2
1122,12,1,21,1,0,1,9,2
1123,1,0,19,0,1,1,9,3
1124,5,0,24,1,0,1,7,3
1125,7,1,23,1,1,3,5,2
1126,9,1,22,1,0,3,8,2
1127,2,0,20,0,1,1,10,3
1128,3,0,18,1,1,3,2,2
1129,9,1,24,0,1,1,11,2
1130,3,0,25,0,0,1,8,3
1131,9,1,23,1,0,3,7,1
1132,21,1,19,1,0,1,4,2
1133,18,1,24,1,1,2,1,2
1134,1,0,25,0,1,1,13,3
1135,0,0,18,0,1,3,6,2
1136,7,1,23,1,0,1,7,2
1137,8,1,20,1,0,1,11,2
1138,4,0,21,1,1,3,7,2
1139,5,0,24,1,0,4,6,3
1140,10,1,24,0,1,3,5,2
1141,4,0,22,0,1,1,8,2
1142,7,1,22,0,1,3,2,1
1143,3,0,20,0,1,1,10,2
1144,7,1,22,0,1,3,3,2
1145,8,1,23,1,0,1,10,2
1146,2,0,22,0,0,1,10,3
1147,7,1,24,0,1,1,8,2
1148,3,0,23,0,1,2,7,2
1149,1,0,21,0,0,1,6,2
1150,5,0,25,0,0,1,10,3
1151,3,0,22,0,1,1,11,3
1152,12,1,24,0,0,3,8,2
1153,3,0,23,0,1,3,6,2
1154,4,0,24,1,0,2,8,3
1155,6,1,23,1,0,3,5,1
1156,6,1,19,0,0,4,4,2
1157,8,1,24,1,0,1,7,2
1158,4,0,24,1,0,2,11,2
1159,6,1,25,0,1,3,7,3
1160,6,1,19,0,0,1,10,2
1161,6,1,20,1,1,3,5,2
1162,9,1,24,0,1,1,5,2
1163,9,1,24,1,0,1,11,3
1164,2,0,21,0,0,4,6,3
1165,16,1,25,1,1,1,10,3
1166,13,1,24,1,0,1,6,3
1167,9,1,23,1,1,1,9,2
1168,1,0,21,0,1,2,8,3
1169,12,1,25,0,0,1,9,2
1170,5,0,25,1,0,3,9,3
1171,0,0,20,0,0,2,12,3
1172,3,0,21,0,0,2,10,2
1173,1,0,19,1,0,1,8,2
1174,9,1,21,1,1,3,5,3
1175,1,0,20,0,0,4,5,2
1176,3,0,21,0,1,1,12,3
1177,8,1,19,0,1,3,4,2
1178,19,1,21,1,0,1,3,2
1179,3,0,23,0,0,1,6,1
1180,6,1,24,1,1,1,11,2
1181,0,0,19,0,0,1,11,3
1182,3,0,18,1,0,3,7,2
1183,3,0,18,0,0,2,8,2
1184,10,1,25,1,1,3,4,2
1185,10,1,22,1,1,1,9,3
1186,3,0,20,0,1,1,10,2
1187,3,0,24,1,1,1,11,2
1188,3,0,23,0,0,1,4,2
1189,6,1,25,1,0,3,9,3
1190,3,0,23,0,0,3,7,2
1191,4,0,19,0,1,2,10,2
1192,19,1,23,1,1,1,14,3
1193,12,1,20,0,1,1,6,3
1194,4,0,24,0,0,4,9,2
1195,3,0,18,1,1,3,1,2
1196,1,0,19,0,1,3,1,2
1197,3,0,21,1,1,1,12,2
1198,0,0,18,0,1,1,7,2
1199,9,1,25,1,1,3,15,2
1200,3,0,19,0,1,4,1,1
1201,2,0,19,0,1,1,6,2
1202,3,0,22,0,0,1,7,2
1203,1,0,18,0,1,1,10,2
1204,2,0,21,0,1,1,10,2
1205,5,0,23,0,1,1,4,2
1206,4,0,23,1,0,1,8,2
1207,3,0,20,1,0,2,12,2
1208,4,0,19,1,1,1,7,2
1209,6,1,20,1,1,1,4,2
1210,1,0,23,0,0,2,9,2
1211,8,1,21,0,0,4,10,2
1212,7,1,22,1,0,1,7,2
1213,2,0,24,0,0,4,7,2
1214,3,0,19,1,1,1,8,3
1215,5,0,22,1,0,2,3,2
1216,3,0,23,0,0,1,10,3
1217,3,0,21,0,1,1,6,2
1218,5,0,25,0,1,1,6,2
1219,12,1,25,1,1,1,10,3
1220,3,0,18,1,1,1,7,2
1221,5,0,19,0,0,1,7,2
1222,5,0,24,0,1,1,8,2
1223,7,1,25,1,0,3,3,1
1224,2,0,18,1,1,3,11,2
1225,7,1,19,1,0,1,7,2
1226,4,0,22,1,1,1,6,2
1227,10,1,23,1,0,3,6,2
1228,12,1,24,1,0,1,8,2
1229,8,1,24,1,1,1,9,2
1230,4,0,23,0,0,1,5,2
1231,6,1,24,1,1,1,8,2
1232,4,0,21,0,0,3,7,1
1233,3,0,22,0,0,1,9,3
1234,3,0,19,0,0,1,12,3
1235,5,0,22,0,0,1,10,3
1236,3,0,19,0,0,2,7,3
1237,2,0,20,0,1,1,8,3
1238,1,0,18,0,0,1,9,2
1239,3,0,18,1,1,2,5,2
1240,2,0,22,0,1,3,7,3
1241,8,1,22,0,1,1,9,2
1242,1,0,19,0,0,1,9,2
1243,7,1,23,1,1,2,4,2
1244,3,0,22,0,1,3,5,2
1245,0,0,18,0,0,1,7,3
1246,0,0,19,0,1,3,6,2
1247,7,1,19,1,0,1,7,2
1248,13,1,24,1,0,3,7,1
1249,4,0,24,1,1,2,5,2
1250,4,0,20,0,1,1,13,3
1251,3,0,19,0,0,2,10,3
1252,6,1,21,0,0,1,7,2
1253,12,1,21,1,0,1,8,2
1254,6,1,21,0,1,3,6,2
1255,4,0,24,0,0,2,5,2
1256,9,1,20,1,1,1,15,3
1257,9,1,18,0,0,3,8,2
1258,5,0,25,0,0,1,12,3
1259,3,0,24,0,1,1,9,3
1260,0,0,23,0,1,4,8,3
1261,3,0,20,1,1,1,10,3
1262,6,1,21,1,1,3,5,2
1263,0,0,25,0,0,4,13,2
1264,5,0,22,1,0,3,9,2
1265,4,0,22,0,0,3,5,2
1266,3,0,20,0,1,1,10,2
1267,5,0,22,1,1,2,10,3
1268,3,0,25,0,1,1,5,3
1269,8,1,19,1,1,1,10,2
1270,2,0,20,0,1,1,11,2
1271,2,0,22,0,1,3,6,3
1272,3,0,18,0,1,1,7,2
1273,4,0,24,0,0,1,9,2
1274,1,0,22,0,0,1,15,2
1275,6,1,25,0,0,1,11,3
1276,9,1,24,1,0,2,10,2
1277,2,0,21,1,0,3,10,2
1278,16,1,18,1,0,4,11,2
1279,5,0,24,0,1,1,13,2
1280,3,0,19,0,0,1,4,1
1281,5,0,25,0,0,2,7,2
1282,6,1,25,1,0,1,13,2
1283,6,1,20,1,1,3,6,1
1284,5,0,25,0,1,2,9,2
1285,6,1,24,1,0,1,7,2
1286,5,0,23,0,0,1,7,2
1287,3,0,20,0,0,2,4,2
1288,3,0,22,0,1,3,3,2
1289,3,0,24,1,0,1,6,2
1290,3,0,23,0,1,3,10,2
1291,4,0,21,0,1,1,3,3
1292,5,0,23,0,1,1,3,2
1293,2,0,22,0,1,1,6,3
1294,1,0,23,0,1,1,8,2
1295,0,0,18,0,1,3,2,2
1296,4,0,25,0,0,1,5,2
1297,9,1,23,0,1,1,20,3
1298,9,1,25,0,1,2,10,2
1299,4,0,22,0,1,1,12,3
1300,0,0,23,0,0,1,11,3
1301,8,1,25,0,1,4,5,2
1302,4,0,19,0,0,3,8,2
1303,5,0,20,1,0,2,6,2
1304,1,0,18,1,1,3,4,1
1305,7,1,19,1,1,1,10,3
1306,3,0,18,0,1,1,8,3
1307,4,0,23,0,1,1,14,3
1308,1,0,25,0,0,1,14,3
1309,1,0,18,0,1,1,9,3
1310,24,1,25,1,1,3,4,3
1311,6,1,22,1,0,1,5,3
1312,7,1,24,1,1,3,6,2
1313,3,0,22,0,1,1,15,3
1314,9,1,19,1,0,1,10,3
1315,1,0,19,0,0,1,8,1
1316,3,0,20,0,1,1,11,2
1317,12,1,21,1,1,1,6,2
1318,7,1,24,0,1,3,11,3
1319,1,0,23,0,1,2,9,2
1320,7,1,22,1,1,1,4,2
1321,1,0,18,0,0,1,10,3
1322,7,1,22,0,0,1,5,2
1323,1,0,23,0,1,3,10,3
1324,3,0,18,1,1,1,8,2
1325,3,0,20,1,1,2,11,3
1326,2,0,23,1,1,2,10,3
1327,1,0,18,0,0,3,8,2
1328,2,0,19,0,1,1,6,3
1329,1,0,22,0,0,1,9,2
1330,12,1,22,0,1,3,12,3
1331,2,0,18,1,1,2,1,1
1332,0,0,20,0,0,2,11,3
1333,18,1,19,1,0,1,5,1
1334,0,0,21,0,0,1,13,2
1335,1,0,22,0,0,4,4,2
1336,3,0,18,1,0,1,10,3
1337,9,1,23,1,1,4,10,2
1338,1,0,18,0,0,1,7,2
1339,1,0,22,0,1,2,10,3
1340,8,1,23,1,0,1,9,2
1341,3,0,21,0,1,3,8,2
1342,18,1,23,1,1,3,5,2
1343,4,0,19,0,1,3,2,1
1344,5,0,20,1,1,1,5,3
1345,4,0,22,0,0,3,8,3
1346,2,0,22,1,0,1,6,2
1347,2,0,19,1,1,2,10,2
1348,3,0,21,0,0,1,8,3
1349,3,0,25,0,1,3,4,2
1350,9,1,25,0,0,1,10,3
1351,3,0,22,1,1,2,9,2
1352,5,0,23,1,1,1,13,2
1353,8,1,25,1,0,1,6,3
1354,1,0,20,0,0,1,10,3
1355,13,1,24,1,1,3,1,1
1356,6,1,23,0,1,2,9,2
1357,4,0,18,1,1,1,13,2
1358,9,1,25,1,1,3,8,2
1359,8,1,18,1,1,1,7,2
1360,8,1,24,1,1,3,1,2
1361,2,0,18,1,1,1,8,2
1362,0,0,23,0,1,2,5,2
1363,4,0,23,0,0,1,12,3
1364,1,0,20,0,1,4,8,3
1365,3,0,20,1,0,4,8,3
1366,13,1,19,1,1,1,7,3
1367,6,1,23,0,0,2,5,2
1368,7,1,23,1,1,3,6,2
1369,5,0,24,1,1,1,8,2
1370,7,1,20,0,0,3,8,3
1371,4,0,21,1,0,2,10,3
1372,1,0,24,0,1,3,7,2
1373,3,0,20,1,0,3,1,2
1374,3,0,21,0,1,1,6,2
1375,4,0,23,1,0,1,5,3
1376,2,0,21,1,1,1,11,3
1377,5,0,22,1,0,3,3,2
1378,8,1,24,0,0,4,9,2
1379,3,0,19,1,1,1,10,3
1380,6,1,22,1,0,2,6,2
1381,5,0,22,0,1,1,4,2
1382,5,0,25,0,1,2,12,2
1383,2,0,18,1,0,1,5,2
1384,4,0,25,1,1,1,7,3
1385,1,0,20,0,1,1,11,3
1386,0,0,23,0,1,1,16,3
1387,8,1,23,1,0,1,7,2
1388,2,0,25,0,1,2,11,2
1389,8,1,24,1,1,3,6,2
1390,1,0,18,1,1,3,7,2
1391,12,1,22,1,1,1,13,3
1392,1,0,21,0,0,4,6,2
1393,3,0,19,0,0,1,7,2
1394,9,1,22,0,0,1,10,3
1395,9,1,19,1,0,3,9,2
1396,9,1,25,0,1,1,8,2
1397,3,0,18,0,1,1,13,2
1398,5,0,24,1,1,1,10,2
1399,7,1,23,0,0,4,7,2
1400,7,1,18,1,0,4,10,1
1401,3,0,20,1,1,2,4,2
1402,8,1,24,1,0,3,7,1
1403,3,0,22,0,1,4,10,1
1404,10,1,22,0,0,1,9,3
1405,3,0,21,1,0,2,7,2
1406,2,0,20,0,1,1,13,2
1407,4,0,20,0,1,1,9,2
1408,1,0,18,0,1,1,12,2
1409,4,0,18,0,0,3,5,2
1410,12,1,24,1,0,1,3,2
1411,1,0,20,0,0,1,11,3
1412,8,1,25,0,1,4,9,2
1413,3,0,18,1,0,3,8,2
1414,3,0,20,1,1,1,14,2
1415,8,1,23,1,1,1,11,3
1416,12,1,21,1,1,3,6,2
1417,16,1,25,1,1,3,3,2
1418,5,0,19,1,1,1,3,2
1419,3,0,18,1,1,1,12,2
1420,4,0,20,1,0,1,12,2
1421,9,1,24,1,1,4,5,2
1422,5,0,24,0,0,4,8,2
1423,6,1,22,0,1,3,6,2
1424,2,0,18,0,1,1,6,2
1425,1,0,19,0,0,1,10,3
1426,4,0,24,0,1,1,12,3
1427,8,1,22,1,0,3,10,2
1428,3,0,21,0,0,4,8,2
1429,6,1,25,0,1,3,11,2
1430,0,0,24,0,1,1,18,3
1431,12,1,24,0,1,3,8,2
1432,2,0,19,1,0,1,11,3
1433,2,0,22,0,1,3,10,2
1434,4,0,20,1,1,1,5,2
1435,8,1,19,1,0,1,3,2
1436,3,0,21,1,1,1,12,2
1437,4,0,19,1,0,3,6,2
1438,15,1,22,1,1,1,8,2
1439,4,0,21,1,1,1,8,3
1440,0,0,18,0,0,3,6,2
1441,1,0,23,0,0,1,11,3
1442,10,1,25,0,1,1,10,2
1443,21,1,25,1,0,1,4,2
1444,28,1,19,0,1,4,10,2
1445,4,0,20,1,0,2,1,1
1446,5,0,20,0,0,1,7,3
1447,1,0,19,0,1,4,16,2
1448,3,0,19,1,1,2,7,2
1449,1,0,20,0,1,1,11,3
1450,0,0,18,0,1,1,10,3
1451,8,1,24,1,1,3,5,2
1452,6,1,18,0,1,4,7,2
1453,15,1,23,0,1,1,5,2
1454,7,1,25,1,1,1,5,2
1455,5,0,23,1,0,1,14,2
1456,5,0,24,1,0,1,5,3
1457,5,0,19,0,1,1,3,2
1458,6,1,22,1,0,1,10,2
1459,5,0,22,0,0,1,6,2
1460,1,0,19,1,1,1,6,3
1461,3,0,19,1,1,1,11,2
1462,0,0,21,0,0,1,3,2
1463,5,0,20,1,1,2,3,2
1464,8,1,25,1,1,1,4,3
1465,10,1,18,1,1,1,8,2
1466,2,0,19,0,0,1,12,2
1467,13,1,22,1,1,1,7,2
1468,1,0,18,0,0,1,9,2
1469,6,1,23,0,1,3,4,1
1470,7,1,24,0,0,1,13,2
1471,8,1,22,1,1,1,8,3
1472,7,1,25,0,1,1,12,3
1473,4,0,25,1,0,2,11,2
1474,3,0,25,0,1,1,11,2
1475,4,0,20,1,1,4,1,1
1476,8,1,19,0,0,1,11,2
1477,5,0,20,1,1,4,10,2
1478,4,0,21,0,1,1,13,3
1479,2,0,22,0,0,3,7,3
1480,0,0,20,0,0,1,8,3
1481,4,0,22,0,1,1,10,2
1482,2,0,20,0,1,4,10,2
1483,4,0,21,0,0,1,10,2
1484,3,0,19,0,1,3,1,2
1485,1,0,18,0,0,1,6,3
1486,4,0,24,0,1,3,8,2
1487,5,0,24,0,1,4,7,2
1488,6,1,21,0,1,1,8,2
1489,3,0,25,0,1,2,10,2
1490,5,0,24,1,1,3,12,3
1491,12,1,25,1,1,1,13,1
1492,13,1,19,1,0,1,6,2
1493,2,0,18,1,1,1,12,2
1494,4,0,22,0,1,1,5,2
1495,4,0,25,1,0,1,4,2
1496,3,0,21,0,0,3,4,1
1497,12,1,20,1,0,1,6,1
1498,1,0,23,1,0,3,3,2
1499,7,1,20,1,0,1,3,2
1500,1,0,24,0,1,1,6,3
1501,1,0,21,0,1,3,8,2
1502,2,0,20,0,0,1,7,1
1503,0,0,18,0,0,4,17,3
1504,1,0,24,0,1,2,11,2
1505,10,1,22,1,1,3,6,2
1506,6,1,22,1,0,1,11,2
1507,5,0,24,1,1,3,14,3
1508,5,0,22,1,0,3,7,1
1509,10,1,19,0,0,3,8,3
1510,8,1,19,1,0,3,6,2
1511,6,1,22,1,1,1,11,2
1512,5,0,22,1,0,3,7,2
1513,1,0,19,1,1,2,9,2
1514,1,0,20,0,1,1,9,3
1515,3,0,20,0,1,3,11,2
1516,3,0,21,1,1,2,10,2
1517,9,1,23,0,1,1,10,2
1518,6,1,22,0,1,2,4,2
1519,3,0,19,1,1,1,13,3
